event_name,event_count,rolling_7d_avg,engagement_score,event_date
binom_dist_template_load,3,3.0,-0.03192685215846099,20240620
binom_dist_template_load,2,2.5,-0.0037816531076178654,20240621
binom_dist_template_load,2,2.3333333333333335,0.0780300972325203,20240622
binom_dist_template_load,3,2.5,0.024306400422406955,20240623
binom_dist_template_load,3,2.6,0.061203531626400194,20240624
binom_dist_template_load,3,2.6666666666666665,0.04443671432635728,20240625
binom_dist_template_load,3,2.7142857142857144,-0.015963416041420476,20240626
binom_dist_template_load,3,2.7142857142857144,0.04295737729764322,20240627
binom_dist_template_load,3,2.857142857142857,0.0008647182597392444,20240628
binom_dist_template_load,2,2.857142857142857,0.0005750350100820409,20240629
binom_dist_template_load,2,2.7142857142857144,0.02071813221065141,20240630
binom_dist_template_load,3,2.7142857142857144,-0.06043675404881903,20240701
binom_dist_template_load,3,2.7142857142857144,0.07546807148221148,20240702
binom_dist_template_load,3,2.7142857142857144,-0.017694717481576926,20240703
binom_dist_template_load,2,2.5714285714285716,0.06503851271920007,20240704
binom_dist_template_load,2,2.4285714285714284,0.021006373387981416,20240705
binom_dist_template_load,2,2.4285714285714284,0.09079197117676537,20240706
binom_dist_template_load,1,2.2857142857142856,-0.019642878035166997,20240707
binom_dist_template_load,2,2.142857142857143,-0.0030688747099733415,20240708
binom_dist_template_load,2,2.0,0.02857459990056234,20240709
binom_dist_template_load,2,1.8571428571428572,-0.09952213587827069,20240710
binom_dist_template_load,2,1.8571428571428572,0.05224749110965638,20240711
binom_dist_template_load,2,1.8571428571428572,0.08793293876625044,20240712
binom_dist_template_load,2,1.8571428571428572,0.06719175869497095,20240713
binom_dist_template_load,2,2.0,0.04942462578823358,20240714
binom_dist_template_load,2,2.0,0.004387248916859838,20240715
binom_dist_template_load,2,2.0,0.07578125492560667,20240716
binom_dist_template_load,2,2.0,0.06538767467121821,20240717
binom_dist_template_load,2,2.0,0.03131718580148459,20240718
binom_dist_template_load,3,2.142857142857143,0.012776583754971678,20240719
binom_dist_template_load,2,2.142857142857143,-0.0055674754945236205,20240720
binom_dist_template_load,2,2.142857142857143,-0.04899074166099971,20240721
binom_dist_template_load,2,2.142857142857143,0.07383233275458008,20240722
binom_dist_template_load,4,2.4285714285714284,-0.09441187713893355,20240723
binom_dist_template_load,3,2.5714285714285716,-0.003482325556388723,20240724
binom_dist_template_load,3,2.7142857142857144,0.024078769760861946,20240725
binom_dist_template_load,3,2.7142857142857144,0.0588538255077654,20240726
binom_dist_template_load,2,2.7142857142857144,0.10394282810271911,20240727
binom_dist_template_load,2,2.7142857142857144,0.0655259550747191,20240728
binom_dist_template_load,3,2.857142857142857,0.0021184195131081114,20240729
